"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"Bin.0.78",0.033599,0.14908,-0.056881,-0.064224,0.03114,0.0077626,0.00092841,-0.0012616,-0.071642,0.0026366,-0.017408,0.042013,0.023034,0.011578,-0.0074695,0.0089119,0.025235,0.027652,0.039297,-0.039856,-0.062541,-0.039169,0.033396,0.041644,-0.02043,0.0225,0.020546,-0.0065233,-0.071125,0.00069432,-0.040078,-0.024046,-0.015492,0.021036,0.0033506,-0.082454,0.023102,0.085051,-0.061724,-0.045235,0.01607,0.024566,-0.024605,0.065721,0.01469,-0.026144,-0.10549,-0.022639,-0.034313,0.028316
"Bin.0.74",-0.11004,0.091934,0.014814,0.0012738,-0.081754,0.0094909,-0.092202,0.01008,0.030357,0.0024762,-0.01943,-0.011824,-0.001386,-0.042414,-0.059997,-0.023159,0.026247,0.036289,-0.0035594,0.05241,-0.054035,-0.0069742,0.030045,0.051233,-0.012382,0.019225,0.0044917,-0.0088918,-0.035324,0.012477,-0.010742,-0.029373,-0.0079609,0.017385,-0.037858,-0.0074649,0.027678,0.029108,-0.01742,0.0014505,0.043997,-0.017643,-0.059636,0.03868,-0.02674,-0.018119,-0.055974,0.0039508,0.00090691,0.05995
"Bin.0.70",-0.10435,0.10414,0.015261,-0.0042068,-0.077744,0.0049428,-0.08297,0.013999,0.017652,0.013821,-0.0051715,0.005344,0.016144,-0.046705,-0.024239,-0.033038,0.035139,0.036769,-0.011416,0.050571,-0.038556,-0.021138,0.018848,0.050654,0.014298,0.035426,-0.0087587,0.0065662,-0.017018,0.0017174,-0.01031,-0.042165,-0.012447,0.014587,-0.05397,-0.014042,0.056939,-0.0026906,0.0087073,0.015794,0.0035704,0.015376,-0.025906,0.015524,-0.029673,0.0069784,0.0092235,0.001665,-0.037507,0.075651
"Bin.0.66",-0.10214,0.105,0.011497,-0.0092045,-0.079258,0.011598,-0.087416,0.0039067,0.022423,0.015804,-0.011226,0.0095851,0.0057156,-0.047581,-0.040212,-0.028261,0.02641,0.016514,-0.018018,0.062532,-0.049659,-0.01077,0.025501,0.027185,0.0053995,0.043003,-0.010983,-0.0076115,-0.019006,0.034037,-0.015146,-0.067722,-0.0017798,0.0066592,-0.031122,-0.0037071,0.056096,0.036859,-0.0092657,0.0043688,0.018537,-0.0081297,-0.043737,0.031463,-0.051048,-0.01921,-0.011442,0.01072,-0.071655,0.068679
"Bin.0.62",-0.086459,0.10829,0.0083795,-0.034679,-0.060895,-0.027465,-0.052378,-0.0055362,-0.026225,-0.12115,-0.019219,0.043125,-0.0078579,-0.069336,0.011313,0.044834,-0.04277,0.052809,0.041235,-0.031914,0.0059169,0.050377,-0.00081489,-0.0074451,0.10144,-0.029441,-0.0049398,0.023211,-0.031802,-0.09872,0.069221,-0.076906,-0.13457,0.011045,0.060389,0.045307,0.043632,0.016561,-0.056626,0.029323,-0.019172,0.077361,0.10416,-0.12177,0.02429,0.053622,0.089867,-0.048816,-0.0091677,-0.042908
"Bin.0.58",-0.083401,0.10468,0.021711,-0.032762,-0.082965,-0.026479,-0.050585,0.0097336,-0.019276,-0.13057,-0.030528,0.055839,-0.012769,-0.052667,-0.010945,0.048038,-0.039739,0.056655,0.057298,-0.023481,0.033786,0.04586,-0.0030224,-0.0096706,0.12448,-0.017621,0.018774,-0.01246,-0.020919,-0.06516,0.057407,-0.043532,-0.11194,-0.024929,0.04096,0.055732,0.0083785,0.021406,-0.13684,-0.023099,-0.011479,0.039566,0.11792,-0.084542,0.054812,0.04727,0.033272,-0.012212,0.067431,-0.028738
"Bin.0.54",-0.088731,0.10291,0.014603,-0.022774,-0.081068,-0.0070355,-0.052044,0.0098141,-0.0081972,-0.13529,-0.023015,0.028015,-0.019031,-0.067918,-0.00075787,0.040822,-0.047035,0.045225,0.042143,-0.013796,0.02415,0.023211,-0.02311,-0.013318,0.11839,-0.018389,0.0043495,-0.0093644,-0.021397,-0.064098,0.071526,-0.02989,-0.13475,-0.012419,0.054004,0.050773,-0.0050091,0.042052,-0.10301,0.014902,0.0077736,0.062369,0.11579,-0.092182,0.035611,0.054421,0.07425,-0.03764,0.026666,0.047923
"Bin.0.50",-0.062829,0.099692,-0.016307,-0.07878,-0.028915,-0.04891,-0.026522,-0.061479,-0.056804,-0.038755,-0.0062379,0.12583,0.1182,-0.016716,0.11225,0.065554,-0.046242,-0.074257,0.10826,-0.049035,0.010463,0.045524,0.044268,-0.050995,0.016391,-0.014216,-0.052208,0.095023,-0.091284,-0.1454,-0.0024841,0.004351,-0.050628,0.027203,-0.059772,-0.0012564,0.15404,0.15136,0.097804,0.042129,-0.13653,0.072617,-0.089947,-0.00095123,-0.045707,-0.093263,0.066411,-0.16683,-0.086162,-0.076164
"Bin.0.46",-0.047434,0.099753,-0.01615,-0.040615,-0.083521,-0.029673,0.059812,0.04156,0.039152,-0.081633,-0.068241,0.06635,0.024394,-0.10787,0.1418,0.054666,-0.12034,-0.020892,0.13879,0.064118,-0.09352,-0.076167,0.034945,0.10291,-0.078963,0.018443,0.013039,0.14798,-0.015771,0.0043917,0.052122,0.10308,0.048846,-0.065155,0.0106,-0.11168,-0.019431,0.026571,-0.22204,-0.040147,-0.08574,-0.090048,-0.024976,0.025956,-0.067074,-0.070659,-0.11572,-0.14557,0.048792,0.048306
"Bin.0.42",-0.036028,0.084545,-0.0283,-0.029654,-0.10135,-0.076826,-0.067195,0.016947,-0.14038,0.061931,-0.010793,0.018978,0.076099,-0.13979,0.026127,-0.04569,-0.024678,-0.060559,-0.074471,0.021711,-0.004198,-0.080506,0.091906,0.0012856,0.036329,0.023382,0.0965,-0.02647,0.13866,0.24045,0.14366,0.073973,0.035297,-0.14634,-0.13049,-0.19608,-0.23936,0.052983,0.0039026,0.064614,0.166,0.068596,-0.083829,-0.01414,0.028438,-0.011045,0.064121,-0.14167,0.17839,0.12796
"Bin.0.38",-0.064647,0.078933,0.00031486,0.028123,-0.095611,-0.06623,-0.080853,0.0014064,-0.016127,0.020117,-0.016428,-0.063732,0.094084,-0.090937,-0.040861,-0.11429,-0.022659,-0.20483,-0.036636,0.015186,-0.0041457,-0.05204,-0.12997,0.0090426,0.14416,-0.023174,-0.13929,-0.12849,0.063232,0.045819,0.18938,-0.079466,0.029848,-0.082222,-0.017102,-0.10869,0.11399,-0.063413,-0.047811,0.090827,-0.08483,-0.14468,0.10449,0.031842,0.05386,-0.055723,-0.0047115,0.067202,-0.015394,-0.023929
"Bin.0.34",-0.044404,0.087322,-0.0047159,-0.020772,-0.12207,-0.062978,-0.014238,-0.029904,-0.071313,-0.053356,0.010953,-0.06174,-0.014258,-0.15399,0.1261,0.020078,-0.10703,-0.07104,-0.074701,-0.029945,-0.063701,-0.025224,0.063351,-0.068337,0.0097281,-0.058157,-0.01967,-0.05306,-0.12806,-0.14844,-0.15174,-0.091981,-0.16687,0.079422,0.044653,-0.12756,0.0012468,-0.29778,0.10777,0.005499,0.0461,0.068931,0.12948,0.12975,0.087063,-0.03386,0.004116,0.027417,0.024631,0.014701
"Bin.0.30",-0.030887,0.08445,-0.032731,-0.032942,-0.11144,-0.063364,-0.069367,-0.042645,-0.14133,-0.031054,0.0569,0.082398,-0.030311,-0.14333,0.094689,0.01361,-0.14816,-0.16571,-0.03955,0.047937,-0.01206,-0.012117,0.033804,-0.047825,-0.044955,0.060177,-0.048478,0.0069901,0.048606,0.078078,0.095344,-0.024269,0.002629,0.00039746,0.12229,0.030633,-0.072251,-0.081548,-0.031526,-0.094466,-0.16893,0.00068333,-0.054231,-0.0019881,-0.025495,0.14821,0.15456,0.041821,-0.16718,0.099938
"Bin.0.26",-0.012954,0.09549,-0.014257,-0.010168,-0.13018,-0.034994,-0.012659,-0.064739,-0.056941,-0.044119,0.045858,-0.070977,-0.019157,-0.12927,0.19383,0.044886,-0.12702,-0.11671,0.035763,-0.029767,-0.011611,0.029587,0.060358,-0.1143,-0.080749,0.06537,0.063904,-0.0057775,0.069474,-0.015291,-0.019277,-0.004899,0.13696,-0.033806,0.060322,0.14023,0.15653,0.021826,-0.02436,-0.07436,0.18105,0.044239,-0.1107,-0.072166,-0.11555,-0.13837,-0.01639,0.11542,-0.015,-0.05957
"Bin.0.22",-0.022138,0.097044,0.029436,0.0053696,-0.11452,-0.021267,0.014936,-0.022558,-0.082574,-0.050933,0.12431,-0.039682,0.0017717,-0.13722,0.21721,0.027606,-0.073698,-0.15254,-0.056873,-0.033334,-0.0037094,-0.026014,0.03172,-0.0049938,-0.0027482,-0.0011284,-0.076714,0.0038182,0.028465,0.069757,0.0073151,0.15715,0.055565,-0.08038,-0.026477,0.092597,-0.0070859,-0.011908,-0.074227,-0.12234,0.0029295,-0.014468,0.068517,-0.063481,-0.091734,-0.031806,0.16039,0.02508,0.030193,-0.08764
